jar_name,mod_id,mod_name,version,side,category,adds_bosses,boss_count,adds_structures,structure_count,adds_dimensions,dimension_count,adds_biomes,biome_count,adds_mobs,mob_count,adds_loot_tables,loot_table_count,adds_recipes,recipe_count,worldgen_risk,performance_risk,balance_risk,notes
relics-1.20.1-0.8.0.13.jar,relics,Relics,0.8.0.13,Both,Magia,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
resourcefulconfig-forge-1.20.1-2.1.3.jar,resourcefulconfig,Resourcefulconfig,2.1.3,Both,Librerias / dependencias,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
resourcefullib-forge-1.20.1-2.1.29.jar,resourcefullib,Resourceful Lib,2.1.29,Both,Librerias / dependencias,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
royal-variations-[Forge]_1.20.1_2.0.2.jar,royalvariations,Royal Variations,${file.jarVersion},Both,"Armas / armaduras / herramientas, Loot / recompensas, Mobs, Worldgen / biomas / terreno",false,0,false,0,false,0,false,0,true,14,true,4,true,17,Medio,Bajo,Bajo,Confirmado por archivos internos: contiene features/biome modifiers/worldgen modifiers.
sawmill-1.20-1.4.10.jar,sawmill,Universal Sawmill,1.20-1.4.10,Both,"Estructuras, Loot / recompensas, Mobs",false,0,true,11,false,0,false,0,true,2,true,4,true,1,Bajo,Bajo,Bajo,"Confirmado por archivos internos: anade/modifica estructuras, sin evidencia de terreno base."
Searchables-forge-1.20.1-1.0.3.jar,searchables,Searchables,${file.jarVersion},Both,Magia,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
simplyswords-forge-1.56.0-1.20.1.jar,simplyswords,Simply Swords,1.56.0-1.20.1,Both,"Armas / armaduras / herramientas, Combate, Loot / recompensas, Magia, ... (+1)",false,0,false,0,false,0,false,0,true,1,true,1,true,424,Bajo,Bajo,Bajo,No confirmado
SkeletonAIFix-v20.1.1-1.20.1-Forge.jar,skeletonaifix,Skeleton AI Fix,20.1.1,Both,Magia,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
skinlayers3d-forge-1.11.1-mc1.20.1.jar,skinlayers3d,3d-Skin-Layers,1.11.1,Client only,Cliente visual / HUD / UI,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
skinrestorer-2.7.0+1.20-forge.jar,skinrestorer,SkinRestorer,2.7.0+1.20-forge,Server only,Magia,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
snowundertrees-1.20.1-1.4.12.jar,snowundertrees,Snow Under Trees,${file.jarVersion},Both,"Magia, Worldgen / biomas / terreno",false,0,false,0,false,0,false,0,false,0,false,0,false,0,Medio,Bajo,Bajo,Confirmado por archivos internos: contiene features/biome modifiers/worldgen modifiers.
sophisticatedbackpacks-1.20.1-3.24.48.1821.jar,sophisticatedbackpacks,Sophisticated Backpacks,3.24.48.1821,Both,"Armas / armaduras / herramientas, Loot / recompensas, Magia, QoL",false,0,false,0,false,0,false,0,false,0,true,15,true,74,Bajo,Bajo,Bajo,No confirmado
sophisticatedcore-1.20.1-1.3.42.1945.jar,sophisticatedcore,Sophisticated Core,1.3.42.1945,Both,"Armas / armaduras / herramientas, Magia",false,0,false,0,false,0,false,0,false,0,false,0,true,1,Bajo,Bajo,Bajo,No confirmado
soulfulnether-1.0.2.jar,soulfulnether,Soulful Nether,1.0.2,Both,"Loot / recompensas, Magia, Mobs, Worldgen / biomas / terreno",false,0,false,0,false,0,true,5,true,2,true,71,true,60,Alto,Bajo,Medio,Confirmado por archivos internos: contiene biomas worldgen (3) en dimensiones existentes.
sound-physics-remastered-forge-1.20.1-1.5.1.jar,sound_physics_remastered,Sound Physics Remastered,1.20.1-1.5.1,Client only,"Cliente visual / HUD / UI, Magia",false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
spark-1.10.53-forge.jar,spark,spark,1.10.53,Both,Magia,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
sparsestructures-forge-1.20.1-3.0.jar,sparsestructures,SparseStructures,3.0,Both,Magia,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
SpartanShields-1.20.1-forge-3.1.1.jar,spartanshields,Spartan Shields,3.1.1,Both,Magia,false,0,false,0,false,0,false,0,false,0,false,0,true,93,Bajo,Bajo,Bajo,No confirmado
spelunkers_charm-3.6.0-1.20.1.jar,spelunkers_charm,Spelunker's Charm,3.6.0,Both,"Armas / armaduras / herramientas, Estructuras, Loot / recompensas, Magia, ... (+2)",false,0,true,2,false,0,false,0,true,3,true,5,true,7,Medio,Bajo,Bajo,Confirmado por archivos internos: contiene features/biome modifiers/worldgen modifiers.
stalwart-dungeons-1.20.1-1.2.8.jar,stalwart_dungeons,Stalwart Dungeons,1.2.8,Both,"Armas / armaduras / herramientas, Dungeons, Estructuras, Loot / recompensas, ... (+3)",false,0,true,7,false,0,false,0,true,18,true,11,true,76,Medio,Bajo,Medio,Confirmado por archivos internos: contiene features/biome modifiers/worldgen modifiers.
Structory_1.20.x_v1.3.5.jar,"structory, structory",Structory,1.3.5,Both,"Dungeons, Estructuras, Loot / recompensas, Magia",false,0,true,253,false,0,false,0,false,0,true,39,false,0,Bajo,Medio,Medio,"Confirmado por archivos internos: anade/modifica estructuras, sin evidencia de terreno base."
Structory_Towers_1.20.x_v1.0.7.jar,"structory_towers, structory_towers",Structory: Towers,1.0.7,Both,"Estructuras, Loot / recompensas, Magia",false,0,true,38,false,0,false,0,false,0,true,49,false,0,Bajo,Bajo,Medio,"Confirmado por archivos internos: anade/modifica estructuras, sin evidencia de terreno base."
structure_gel-1.20.1-2.16.2.jar,structure_gel,Structure Gel API,${file.jarVersion},Both,"Armas / armaduras / herramientas, Magia",false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
structure_layout_optimizer-forge-1.0.11.jar,structure_layout_optimizer,Structure Layout Optimizer,1.0.11,Both,Magia,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,Incluye jar-in-jar: mixinextras
structureessentials-1.20.1-5.0.jar,structureessentials,Structure Essentials mod,${file.jarVersion},Both,"Magia, Performance",false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
supplementaries-1.20-3.1.43-forge.jar,supplementaries,Supplementaries,1.20-3.1.43,Both,"Estructuras, Loot / recompensas, Magia, Mobs, ... (+1)",false,0,true,1,false,0,false,0,true,12,true,178,true,306,Medio,Bajo,Medio,Confirmado por archivos internos: contiene features/biome modifiers/worldgen modifiers.
takesapillage-1.0.3-1.20.1.jar,takesapillage,It Takes A Pillage,1.0.3,Both,"Estructuras, Loot / recompensas, Mobs, Worldgen / biomas / terreno",false,0,true,48,false,0,false,0,true,9,true,10,false,0,Medio,Bajo,Bajo,Confirmado por archivos internos: contiene features/biome modifiers/worldgen modifiers.
TerraBlender-forge-1.20.1-3.0.1.10.jar,terrablender,TerraBlender,${file.jarVersion},Both,"Librerias / dependencias, Worldgen / biomas / terreno",false,0,false,0,false,0,true,1,false,0,false,0,false,0,Alto,Bajo,Bajo,Confirmado por archivos internos: contiene biomas worldgen (1) en dimensiones existentes.
the-conjurer-1.20.1-1.1.6.jar,conjurer_illager,The Conjurer,${file.jarVersion},Both,"Estructuras, Loot / recompensas, Mobs",false,0,true,13,false,0,false,0,true,4,true,2,false,0,Bajo,Bajo,Bajo,"Confirmado por archivos internos: anade/modifica estructuras, sin evidencia de terreno base."
The_Graveyard_3.1_(FORGE)_for_1.20.1.jar,graveyard,The Graveyard,3.1,Both,"Dimensiones, Estructuras, Loot / recompensas, Mobs, ... (+1)",true,1,true,178,true,1,true,4,true,28,true,122,true,90,Medio,Medio,Medio,Confirmado por archivos internos: contiene features/biome modifiers/worldgen modifiers.
TheOuterEnd-1.0.13.jar,outer_end,The Outer End,1.0.0,Both,"Armas / armaduras / herramientas, Estructuras, Loot / recompensas, Mobs, ... (+1)",false,0,true,73,false,0,true,6,true,17,true,86,true,155,Alto,Bajo,Medio,Confirmado por archivos internos: contiene biomas worldgen (3) en dimensiones existentes.
tombstone-1.20.1-9.0.10.jar,tombstone,Corail Tombstone,9.0.10,Both,"Estructuras, Loot / recompensas, Mobs, QoL, ... (+1)",true,1,true,12,false,0,false,0,true,6,true,55,true,82,Medio,Bajo,Bajo,Confirmado por archivos internos: contiene features/biome modifiers/worldgen modifiers.
Towns-and-Towers-1.12-Fabric+Forge.jar,t_and_t,Towns and Towers,${file.jarVersion},Both,"Estructuras, Loot / recompensas",false,0,true,559,false,0,false,0,false,0,true,14,false,0,Bajo,Medio,Bajo,"Confirmado por archivos internos: anade/modifica estructuras, sin evidencia de terreno base."
TravelersTitles-1.20-Forge-4.0.2.jar,travelerstitles,Traveler's Titles,1.20-Forge-4.0.2,Client only,No confirmado,false,0,false,0,false,0,true,103,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
TwilightCaveFix-1.0.0.jar,twilightfixes,TwilightCaveFix,1.0.0,Both,No confirmado,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
twilightforest-1.20.1-4.3.2508-universal.jar,twilightforest,The Twilight Forest,${file.jarVersion},Both,"Armas / armaduras / herramientas, Bosses, Dimensiones, Estructuras, ... (+3)",true,1,true,80,true,1,true,42,true,159,true,532,true,444,Medio,Medio,Alto,Confirmado por archivos internos: contiene biomas de dimension propia o no vanilla (21).
txnilib-forge-1.0.24-1.20.1.jar,"txnilib, txnilib",TxniLib,1.0.24,Both,No confirmado,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
VanillaBackport-forge-1.20.1-1.1.7.6.jar,vanillabackport,VanillaBackport,1.1.7.6,Both,"Armas / armaduras / herramientas, Estructuras, Loot / recompensas, Mobs, ... (+1)",true,2,true,10,false,0,true,4,true,12,true,76,true,115,Alto,Medio,Medio,Confirmado por archivos internos: contiene biomas worldgen (2) en dimensiones existentes.
vb-compat-1.8-1.20.1.jar,"mr_vb_compat, mr_vb_compat",Vanilla Backport Compat,1.7,Both,"Compatibilidad, Loot / recompensas",false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
voidtotem-forge-1.20-3.0.1.jar,voidtotem,Void Totem,${file.jarVersion},Both,Loot / recompensas,false,0,false,0,false,0,false,0,false,0,true,1,true,1,Bajo,Bajo,Bajo,No confirmado
waystones-forge-1.20.1-14.1.20.jar,waystones,Waystones,14.1.20,Both,"Estructuras, Loot / recompensas, QoL, Worldgen / biomas / terreno",false,0,true,3,false,0,false,0,false,0,true,25,true,34,Medio,Bajo,Bajo,Confirmado por archivos internos: contiene features/biome modifiers/worldgen modifiers.
witherreincarnated-1.20.1-1.0.5.jar,witherreincarnated,Wither Reincarnated,1.0.5,Both,No confirmado,true,1,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,Incluye jar-in-jar: mixinextras
WunderLib-20.0.1.jar,wunderlib,WunderLib,20.0.1,Both,No confirmado,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
xaerominimap-forge-1.20.1-25.3.13.jar,xaerominimap,Xaero's Minimap,25.3.13,Both,No confirmado,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,Incluye jar-in-jar: xaerolib
xaeroworldmap-forge-1.20.1-1.40.16.jar,xaeroworldmap,Xaero's World Map,1.40.16,Both,No confirmado,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,Incluye jar-in-jar: xaerolib
xptome-1.20.1-2.2.1.jar,xpbook,XP Tome,${file.jarVersion},Both,QoL,false,0,false,0,false,0,false,0,false,0,false,0,true,1,Bajo,Bajo,Bajo,No confirmado
YungsApi-1.20-Forge-4.0.6.jar,yungsapi,YUNG's API,1.20-Forge-4.0.6,Both,No confirmado,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,No confirmado
YungsBetterDesertTemples-1.20-Forge-3.0.3.jar,betterdeserttemples,YUNG's Better Desert Temples,1.20-Forge-3.0.3,Both,"Estructuras, Loot / recompensas",false,0,true,198,false,0,false,0,false,0,true,10,false,0,Bajo,Medio,Bajo,"Confirmado por archivos internos: anade/modifica estructuras, sin evidencia de terreno base."
YungsBetterDungeons-1.20-Forge-4.0.4.jar,betterdungeons,YUNG's Better Dungeons,1.20-Forge-4.0.4,Both,"Dungeons, Estructuras, Loot / recompensas, Worldgen / biomas / terreno",false,0,true,232,false,0,false,0,false,0,true,8,false,0,Medio,Medio,Bajo,Confirmado por archivos internos: contiene features/biome modifiers/worldgen modifiers.
YungsBetterEndIsland-1.20-Forge-2.0.6.jar,betterendisland,YUNG's Better End Island,1.20-Forge-2.0.6,Both,Estructuras,false,0,true,41,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,"Confirmado por archivos internos: anade/modifica estructuras, sin evidencia de terreno base."
YungsBetterJungleTemples-1.20-Forge-2.0.5.jar,betterjungletemples,YUNG's Better Jungle Temples,1.20-Forge-2.0.5,Both,"Estructuras, Loot / recompensas",false,0,true,128,false,0,false,0,false,0,true,3,false,0,Bajo,Medio,Bajo,"Confirmado por archivos internos: anade/modifica estructuras, sin evidencia de terreno base."
YungsBetterMineshafts-1.20-Forge-4.0.4.jar,bettermineshafts,YUNG's Better Mineshafts,1.20-Forge-4.0.4,Both,Estructuras,false,0,true,13,false,0,false,0,false,0,false,0,false,0,Bajo,Bajo,Bajo,"Confirmado por archivos internos: anade/modifica estructuras, sin evidencia de terreno base."
YungsBetterNetherFortresses-1.20-Forge-2.0.6.jar,betterfortresses,YUNG's Better Nether Fortresses,1.20-Forge-2.0.6,Both,"Estructuras, Loot / recompensas",false,0,true,170,false,0,false,0,false,0,true,9,false,0,Bajo,Medio,Bajo,"Confirmado por archivos internos: anade/modifica estructuras, sin evidencia de terreno base."
YungsBetterOceanMonuments-1.20-Forge-3.0.4.jar,betteroceanmonuments,YUNG's Better Ocean Monuments,1.20-Forge-3.0.4,Both,"Estructuras, Loot / recompensas",false,0,true,60,false,0,false,0,false,0,true,1,false,0,Bajo,Bajo,Bajo,"Confirmado por archivos internos: anade/modifica estructuras, sin evidencia de terreno base."
YungsBetterStrongholds-1.20-Forge-4.0.3.jar,betterstrongholds,YUNG's Better Strongholds,1.20-Forge-4.0.3,Both,"Estructuras, Loot / recompensas",false,0,true,99,false,0,false,0,false,0,true,10,false,0,Bajo,Medio,Bajo,"Confirmado por archivos internos: anade/modifica estructuras, sin evidencia de terreno base."
YungsCaveBiomes-1.20.1-Forge-2.0.5.jar,yungscavebiomes,YUNG's Cave Biomes,1.20.1-Forge-2.0.5,Both,"Loot / recompensas, Mobs, Worldgen / biomas / terreno",false,0,false,0,false,0,true,5,true,3,true,26,true,32,Alto,Bajo,Bajo,Inferido por nombre: mod de biomas/terreno conocido por tocar generacion base.
Zeta-1.0-31.jar,zeta,Zeta,${file.jarVersion},Both,Worldgen / biomas / terreno,false,0,false,0,false,0,false,0,false,0,false,0,false,0,Medio,Bajo,Bajo,Incluye jar-in-jar: mixinextras
